id_cliente;nome_sobrenome;nome;sobrenome;email;sexo;idade;cidade_cliente_nome;profissao_nome;modalidade;altura;peso;tipo_roteiro_nome;cidade_inicio;dias_roteiro;etapas_roteiro;data_inicio_roteiro;data_final_roteiro;valor_orcado;valor_real;Coluna1;tipo_hospedagem;acompanhantes;transporte_inicio;transporte_final;transporte_mochila;tour_santiago;motivacao
875;Daniel Rocha;Daniel;Rocha;daniel.rocha@yahoo.com;Male;30;Recife;Analista de dados;grupo;1,75;74,2;A pe;Tui;11;6;08/06/2023;19/06/2023;1572;1,00;1569,06;Superior;3;sim;não;sim;sim;Auto-conhecimento
894;Bruno Mendes;Bruno;Mendes;bruno.mendes@yahoo.com;Male;43;São Paulo;Psicólogo;guiado;1,79;88,4;A pe;Tui;11;6;21/10/2019;01/11/2019;1598;0,98;1573,18;Superior;1;sim;sim;sim;sim;Cultural
917;André Freitas;André;Freitas;andré.freitas@gmail.com;Female;35;Belo Horizonte;Auxiliar administrativo;guiado;1,71;76,0;A pe;Tui;11;6;06/07/2021;17/07/2021;1702;0,99;1686,26;Standard;1;sim;sim;sim;sim;Auto-conhecimento
922;Amanda Freitas;Amanda;Freitas;amandafreitas84@yahoo.com;Non-binary;53;São Paulo;Pesquisador;autoguiado;2,03;97,0;A pe;Tui;11;6;20/07/2025;31/07/2025;1545;0,98;1516,45;Superior;5;sim;sim;sim;sim;Auto-conhecimento
928;João Duarte;João;Duarte;joão.duarte@yahoo.com;Female;27;Rio de Janeiro;Engenheiro;autoguiado;2,01;98,0;A pe;Tui;11;6;16/03/2023;27/03/2023;1728;0,98;1701,15;Standard;10;sim;não;sim;sim;Aventura
936;Gustavo Duarte;Gustavo;Duarte;gustavo_duarte@hotmail.com;Male;47;Rio de Janeiro;Motorista;guiado;1,68;72,4;A pe;Tui;11;6;04/05/2022;15/05/2022;1558;1,07;1663,27;Superior;1;sim;sim;sim;sim;Auto-conhecimento
942;Amanda Duarte;Amanda;Duarte;amandaduarte31@gmail.com;Agender;34;Goiânia;Técnico de informática;autoguiado;1,99;100,8;A pe;Tui;11;6;04/12/2024;15/12/2024;1313;1,19;1563,15;Standard;7;sim;sim;sim;sim;Aventura
972;Gabriel Barros;Gabriel;Barros;gabrielbarros66@hotmail.com;Male;36;Belo Horizonte;Médico;guiado;1,98;104,9;A pe;Tui;11;6;07/09/2021;18/09/2021;1265;1,34;1699,69;Standard;9;sim;sim;sim;sim;Cultural
977;André Barros;André;Barros;andré.barros@yahoo.com;Female;62;Salvador;Técnico de informática;guiado;1,76;82,1;A pe;Tui;11;6;02/02/2020;13/02/2020;1388;1,12;1557,46;Standard;8;sim;não;sim;sim;Espiritual
980;Camila Barros;Camila;Barros;camila.barros@outlook.com;Female;71;Brasília;Vendedor;grupo;1,69;64,4;A pe;Tui;11;6;05/01/2018;16/01/2018;1478;1,20;1775,72;Superior;6;sim;sim;sim;sim;Cultural
981;Larissa Barros;Larissa;Barros;larissa.barros@yahoo.com;Female;65;Brasília;Médico;guiado;1,66;67,4;A pe;Tui;11;6;19/01/2024;30/01/2024;1603;1,09;1749,06;Standard;4;sim;sim;sim;sim;Aventura
988;João Tavares;João;Tavares;joão.tavares@gmail.com;Female;43;Belém;Professor;guiado;1,78;70,9;A pe;Tui;11;6;30/03/2019;10/04/2019;1366;1,05;1434,17;Superior;1;sim;sim;sim;sim;Cultural
10;Cristina galletti;Cristina;galletti;cristinagalletti53@outlook.com;Female;52;São Paulo;Auxiliar administrativo;guiado;1,89;91,1;A pe;Astorga;17;12;01/12/2024;18/12/2024;2178;1,28;2796,78;Superior;5;sim;sim;sim;não;Cultural
13;Sandra Maria Sousa Maia;Sandra;Maia;sandramaia41@hotmail.com;Female;54;Salvador;Vendedor;autoguiado;2,04;97,9;A pe;Astorga;17;12;23/03/2017;09/04/2017;2149;1,11;2377,59;Superior;4;sim;sim;sim;sim;Auto-conhecimento
17;Roosevelt Folly;Roosevelt;Folly;roosevelt_folly@outlook.com;Female;70;Fortaleza;Auxiliar administrativo;guiado;1,82;92,7;A pe;Astorga;17;12;31/07/2017;17/08/2017;2143;1,29;2765,86;Standard;8;sim;sim;sim;sim;Auto-conhecimento
19;FRANCISCA UNINHA DE MORAIS GOMES;FRANCISCA;GOMES;francisca.gomes@hotmail.com;Male;45;São Gonçalo;Motorista;autoguiado;1,93;91,4;A pe;Astorga;17;12;13/07/2018;30/07/2018;2241;0,98;2198,87;Standard;6;sim;sim;sim;sim;Espiritual
25;Antônia marcia de matos saraiva;Antônia;saraiva;saraiva.antônia@yahoo.com;Female;24;São Gonçalo;Jornalista;autoguiado;1,88;95,5;A pe;Astorga;17;12;02/03/2026;19/03/2026;2152;0,99;2123,88;Standard;1;sim;sim;sim;sim;Aventura
28;Graziela Toffoli Mendes;Graziela;Mendes;graziela.mendes@yahoo.com;Male;49;São Paulo;Médico;guiado;1,69;70,2;A pe;Astorga;17;12;12/06/2024;29/06/2024;2461;1,32;3250,06;Standard;5;sim;sim;sim;sim;Cultural
31;Fabieni Rodrigues Barcelos Pinto;Fabieni;Pinto;fabieni_pinto@outlook.com;Polygender;24;São Paulo;Motorista;autoguiado;1,65;60,0;A pe;Astorga;17;12;01/04/2024;18/04/2024;1851;1,11;2053,03;Standard;2;sim;sim;sim;sim;Espiritual
32;Marcelo Vechi Macuco;Marcelo;Macuco;marcelomacuco84@gmail.com;Male;54;Fortaleza;Técnico de informática;autoguiado;1,79;72,0;A pe;Astorga;17;12;10/06/2021;27/06/2021;2430;1,32;3205,00;Superior;6;sim;sim;sim;não;Cultural
39;Richard de Medeiros;Richard;Medeiros;richard_medeiros@gmail.com;Male;22;Maceió;Piloto;autoguiado;1,81;78,2;A pe;Astorga;17;12;25/09/2026;12/10/2026;1889;1,10;2071,51;Superior;3;sim;sim;sim;sim;Auto-conhecimento
45;FABIO EUGENIO DANTAS DE OLIVEIRA LIMA;FABIO;LIMA;fabio_lima@outlook.com;Male;45;Teresina;Advogado;guiado;2,01;95,1;A pe;Astorga;17;12;21/03/2017;07/04/2017;2244;1,17;2630,74;Standard;10;sim;sim;sim;sim;Espiritual
59;Mariana de Araújo Carvalho;Mariana;Carvalho;mariana.carvalho@gmail.com;Male;29;Guarulhos;Economista;autoguiado;1,71;71,7;A pe;Astorga;17;12;08/02/2022;25/02/2022;1915;1,25;2401,29;Standard;8;sim;sim;sim;sim;Cultural
66;Edison Vale Teixeira Junior;Edison;Junior;edison.junior@outlook.com;Female;33;São Luís;Enfermeiro;guiado;1,85;78,7;A pe;Astorga;17;12;07/01/2022;24/01/2022;2480;1,26;3119,51;Standard;5;sim;sim;sim;sim;Cultural
69;Luciana maria nobre de aquino;Luciana;aquino;luciana.aquino@yahoo.com;Male;48;Brasília;Vendedor;autoguiado;1,84;84,8;A pe;Astorga;17;12;19/03/2021;05/04/2021;2017;0,99;1992,26;Standard;10;sim;não;sim;sim;Auto-conhecimento
75;CLAUDIA DAS GRAÇAS MATTOS DE OLIVEIRA PORTOCARRERO;CLAUDIA;PORTOCARRERO;portocarrero.claudia@hotmail.com;Male;41;Campinas;Auxiliar administrativo;guiado;1,63;72,5;A pe;Astorga;17;12;12/09/2025;29/09/2025;2275;1,26;2872,85;Superior;7;sim;não;sim;sim;Auto-conhecimento
89;Wagner Marcus Câmara Mafra;Wagner;Mafra;wagner.mafra@yahoo.com;Female;60;Campinas;Auxiliar administrativo;autoguiado;1,87;87,4;A pe;Astorga;17;12;20/06/2018;07/07/2018;2154;0,98;2112,61;Standard;10;sim;sim;sim;sim;Aventura
90;Rosario de Fatima Amorim Stedile - Joy;Rosario;Joy;joy.rosario@yahoo.com;Female;65;São Paulo;Motorista;autoguiado;1,65;74,5;A pe;Astorga;17;12;21/09/2021;08/10/2021;2349;0,98;2313,66;Standard;2;sim;sim;sim;não;Aventura
98;Roberval Francisco da Silva;Roberval;Silva;roberval_silva@outlook.com;Male;43;Salvador;Engenheiro;grupo;1,70;77,1;A pe;Astorga;17;12;12/03/2018;29/03/2018;2227;0,98;2184,39;Standard;3;sim;não;sim;sim;Espiritual
99;Maricelma Cruz de Oliveira Alixandre;Maricelma;Alixandre;alixandre.maricelma@gmail.com;Female;26;Belém;Psicólogo;guiado;1,70;63,6;A pe;Astorga;17;12;21/07/2023;07/08/2023;1817;0,98;1785,90;Superior;10;sim;não;sim;sim;Aventura
105;Renato Cesar Seraphim;Renato;Seraphim;renato_seraphim@outlook.com;Female;50;Curitiba;Técnico de informática;grupo;2,08;107,0;A pe;Astorga;17;12;02/10/2025;19/10/2025;2282;1,20;2730,78;Standard;4;sim;sim;sim;sim;Espiritual
106;Fabiana Namba Seraphim;Fabiana;Seraphim;fabianaseraphim35@outlook.com;Male;69;São Luís;Atendente;autoguiado;1,70;66,2;A pe;Astorga;17;12;24/11/2019;11/12/2019;2299;1,11;2558,91;Superior;9;sim;sim;sim;sim;Espiritual
112;5. Lucas Rodrigues;Lucas;Rodrigues;lucas.rodrigues@yahoo.com;Female;46;São Paulo;Designer;autoguiado;1,88;78,8;A pe;Astorga;17;12;19/07/2025;05/08/2025;2349;1,27;2987,17;Superior;3;sim;sim;sim;sim;Espiritual
116;9. Rafael Costa;Rafael;Costa;rafaelcosta63@gmail.com;Female;37;Recife;Economista;guiado;1,64;64,3;A pe;Astorga;17;12;07/01/2025;24/01/2025;2482;1,10;2718,88;Superior;10;sim;sim;sim;sim;Auto-conhecimento
138;31. Vinicius Machado;Vinicius;Machado;machado.vinicius@hotmail.com;Female;62;Curitiba;Vendedor;guiado;1,76;68,6;A pe;Astorga;17;12;12/08/2022;29/08/2022;1921;1,22;2343,69;Superior;1;sim;sim;sim;sim;Aventura
153;46. Gabriela Figueiredo;Gabriela;Figueiredo;figueiredo.gabriela@gmail.com;Female;59;Fortaleza;Enfermeiro;guiado;2,07;102,8;A pe;Astorga;17;12;09/01/2018;26/01/2018;2184;1,21;2650,00;Superior;10;sim;sim;sim;sim;Cultural
158;51. Ricardo Guimarães;Ricardo;Guimarães;ricardo_guimarães@outlook.com;Female;32;Duque de Caxias;Dentista;autoguiado;1,64;62,6;A pe;Astorga;17;12;22/05/2018;08/06/2018;2220;1,23;2726,98;Standard;8;sim;sim;sim;sim;Cultural
162;55. Alan Franco;Alan;Franco;franco.alan@outlook.com;Female;27;Duque de Caxias;Professor;guiado;1,98;100,8;A pe;Astorga;17;12;03/05/2018;20/05/2018;2490;1,28;3197,99;Standard;9;sim;sim;não;sim;Cultural
175;68. Raquel Coutinho;Raquel;Coutinho;raquelcoutinho18@hotmail.com;Female;27;Belém;Atendente;guiado;1,92;102,9;A pe;Astorga;17;12;14/03/2026;31/03/2026;2417;1,00;2416,08;Standard;8;sim;sim;sim;não;Aventura
191;84. Roberto Pimentel;Roberto;Pimentel;roberto_pimentel@hotmail.com;Male;33;Duque de Caxias;Professor;autoguiado;1,82;89,1;A pe;Astorga;17;12;13/01/2023;30/01/2023;2087;0,99;2074,63;Superior;5;sim;sim;sim;não;Aventura
200;93. Thais Cabral;Thais;Cabral;thaiscabral47@gmail.com;Male;45;Recife;Arquiteto;autoguiado;1,72;71,0;A pe;Astorga;17;12;03/03/2021;20/03/2021;2378;1,00;2374,19;Superior;10;não;sim;sim;sim;Cultural
206;99. Bárbara Gusmão;Bárbara;Gusmão;gusmão.bárbara@hotmail.com;Genderqueer;43;Jaboatão;Atendente;autoguiado;1,94;95,2;A pe;Astorga;17;12;23/09/2022;10/10/2022;1973;1,14;2244,58;Superior;5;sim;não;sim;sim;Aventura
221;114. Larissa Andrade;Larissa;Andrade;larissa.andrade@gmail.com;Male;26;Brasília;Auxiliar administrativo;autoguiado;1,91;97,1;A pe;Astorga;17;12;03/01/2022;20/01/2022;2124;1,25;2658,95;Standard;9;sim;sim;sim;sim;Auto-conhecimento
235;128. Daniel Fernandes;Daniel;Fernandes;fernandes.daniel@yahoo.com;Female;23;São Gonçalo;Pesquisador;autoguiado;1,98;108,8;A pe;Astorga;17;12;20/11/2020;07/12/2020;2394;1,19;2846,95;Standard;10;sim;sim;não;sim;Auto-conhecimento
247;140. Daniela Fernandes;Daniela;Fernandes;daniela.fernandes@yahoo.com;Male;71;Porto Alegre;Enfermeiro;guiado;1,63;70,8;A pe;Astorga;17;12;25/02/2023;14/03/2023;2172;1,00;2170,35;Standard;9;sim;sim;sim;sim;Espiritual
250;143. Lucas Barbosa;Lucas;Barbosa;lucasbarbosa62@hotmail.com;Female;68;Manaus;Vendedor;autoguiado;2,04;91,7;A pe;Astorga;17;12;17/11/2017;04/12/2017;2380;0,99;2353,88;Superior;5;sim;sim;sim;sim;Cultural
261;154. Larissa Barbosa;Larissa;Barbosa;larissa_barbosa@hotmail.com;Female;51;Rio de Janeiro;Técnico de informática;guiado;2,05;112,2;A pe;Astorga;17;12;24/02/2020;12/03/2020;2241;1,21;2718,72;Standard;7;sim;sim;sim;sim;Espiritual
265;158. Renata Barbosa;Renata;Barbosa;renatabarbosa27@gmail.com;Male;26;São Paulo;Auxiliar administrativo;autoguiado;1,87;97,4;A pe;Astorga;17;12;23/04/2019;10/05/2019;2110;1,34;2833,87;Standard;10;sim;sim;sim;sim;Auto-conhecimento
278;171. Mariana Ribeiro;Mariana;Ribeiro;mariana.ribeiro@yahoo.com;Male;51;Brasília;Professor;autoguiado;1,83;88,6;A pe;Astorga;17;12;07/09/2026;24/09/2026;2448;0,99;2420,34;Superior;1;sim;sim;sim;sim;Espiritual
301;194. Larissa Carvalho;Larissa;Carvalho;larissa.carvalho@hotmail.com;Male;29;São Paulo;Arquiteto;autoguiado;2,08;107,6;A pe;Astorga;17;12;01/02/2026;18/02/2026;2403;1,15;2770,51;Standard;2;sim;não;sim;sim;Aventura
310;203. Lucas Teixeira;Lucas;Teixeira;lucas.teixeira@gmail.com;Polygender;43;Brasília;Atendente;guiado;1,80;85,0;A pe;Astorga;17;12;23/08/2021;09/09/2021;2151;1,25;2698,51;Standard;10;sim;sim;sim;sim;Auto-conhecimento
312;205. Gabriel Teixeira;Gabriel;Teixeira;gabrielteixeira61@hotmail.com;Female;48;Rio de Janeiro;Atendente;autoguiado;1,70;67,0;A pe;Astorga;17;12;04/10/2026;21/10/2026;2248;1,21;2730,76;Superior;1;sim;sim;sim;sim;Cultural
319;212. Juliana Teixeira;Juliana;Teixeira;teixeira.juliana@hotmail.com;Female;66;Brasília;Vendedor;autoguiado;1,68;73,5;A pe;Astorga;17;12;10/09/2025;27/09/2025;2181;0,99;2148,55;Superior;8;sim;não;sim;não;Cultural
329;222. Pedro Lopes;Pedro;Lopes;pedro.lopes@yahoo.com;Female;35;Natal;Nutricionista;grupo;1,98;107,6;A pe;Astorga;17;12;05/06/2023;22/06/2023;2388;1,00;2385,64;Superior;4;sim;sim;sim;sim;Espiritual
335;228. Daniel Lopes;Daniel;Lopes;daniel_lopes@hotmail.com;Male;48;Campinas;Advogado;autoguiado;1,98;103,4;A pe;Astorga;17;12;07/09/2017;24/09/2017;2341;1,12;2611,11;Standard;9;sim;sim;não;sim;Cultural
336;229. Gustavo Lopes;Gustavo;Lopes;lopes.gustavo@gmail.com;Female;32;Brasília;Jornalista;autoguiado;1,99;109,7;A pe;Astorga;17;12;10/03/2022;27/03/2022;2093;1,35;2818,38;Superior;5;sim;sim;sim;sim;Cultural
344;237. Fernanda Lopes;Fernanda;Lopes;fernanda.lopes@hotmail.com;Female;35;São Paulo;Motorista;autoguiado;1,66;62,3;A pe;Astorga;17;12;25/07/2021;11/08/2021;2102;1,09;2294,87;Standard;7;sim;sim;sim;sim;Cultural
350;243. Lucas Castro;Lucas;Castro;lucas_castro@gmail.com;Male;55;Salvador;Enfermeiro;autoguiado;2,04;108,8;A pe;Astorga;17;12;22/07/2022;08/08/2022;1953;1,10;2143,18;Superior;6;sim;sim;sim;sim;Aventura
377;270. André Rocha;André;Rocha;andrérocha37@gmail.com;Female;30;Fortaleza;Médico;autoguiado;1,89;78,9;A pe;Astorga;17;12;20/11/2022;07/12/2022;2401;1,07;2573,40;Standard;2;sim;sim;sim;sim;Cultural
384;277. Fernanda Rocha;Fernanda;Rocha;fernanda_rocha@hotmail.com;Male;40;Brasília;Advogado;guiado;1,95;99,5;A pe;Astorga;17;12;25/09/2023;12/10/2023;1809;1,19;2156,95;Standard;5;sim;sim;sim;sim;Cultural
391;284. Rafael Mendes;Rafael;Mendes;rafaelmendes55@gmail.com;Female;48;São Paulo;Astrônomo;autoguiado;1,82;83,8;A pe;Astorga;17;12;25/09/2022;12/10/2022;2312;0,98;2270,83;Superior;10;sim;sim;sim;sim;Cultural
398;291. Mariana Mendes;Mariana;Mendes;mariana_mendes@yahoo.com;Genderqueer;44;Nova Iguaçu;Engenheiro;autoguiado;1,83;79,5;A pe;Astorga;17;12;21/10/2021;07/11/2021;2030;1,15;2335,98;Superior;1;sim;sim;sim;sim;Auto-conhecimento
401;294. Larissa Mendes;Larissa;Mendes;larissa_mendes@gmail.com;Female;23;São Paulo;Enfermeiro;grupo;2,03;103,8;A pe;Astorga;17;12;29/03/2024;15/04/2024;1957;1,32;2579,58;Standard;1;sim;sim;sim;sim;Auto-conhecimento
417;310. André Freitas;André;Freitas;andré.freitas@yahoo.com;Male;60;Belo Horizonte;Nutricionista;autoguiado;1,73;82,1;A pe;Astorga;17;12;04/12/2019;21/12/2019;1886;1,07;2025,42;Superior;9;sim;sim;sim;sim;Espiritual
437;330. André Duarte;André;Duarte;andré_duarte@outlook.com;Male;58;Belém;Jornalista;guiado;2,00;93,8;A pe;Astorga;17;12;28/08/2017;14/09/2017;2229;1,33;2964,38;Standard;8;sim;sim;sim;sim;Auto-conhecimento
443;336. Beatriz Duarte;Beatriz;Duarte;beatriz_duarte@hotmail.com;Male;33;Recife;Jornalista;grupo;1,97;97,5;A pe;Astorga;17;12;10/09/2024;27/09/2024;2238;1,22;2739,08;Superior;7;sim;sim;sim;sim;Cultural
444;337. Fernanda Duarte;Fernanda;Duarte;fernanda.duarte@yahoo.com;Male;54;Fortaleza;Professor;autoguiado;1,69;62,9;A pe;Astorga;17;12;22/03/2020;08/04/2020;1992;0,99;1972,58;Standard;3;sim;sim;sim;não;Auto-conhecimento
448;341. João Moreira;João;Moreira;joãomoreira54@yahoo.com;Male;31;Teresina;Professor;guiado;1,90;97,7;A pe;Astorga;17;12;13/10/2020;30/10/2020;1882;1,02;1917,39;Standard;1;sim;sim;sim;sim;Aventura
450;343. Lucas Moreira;Lucas;Moreira;moreira.lucas@outlook.com;Male;31;Salvador;Analista de dados;autoguiado;1,90;82,8;A pe;Astorga;17;12;26/03/2023;12/04/2023;2036;1,14;2312,05;Standard;9;sim;sim;sim;sim;Auto-conhecimento
455;348. Daniel Moreira;Daniel;Moreira;daniel.moreira@yahoo.com;Female;22;Rio de Janeiro;Dentista;grupo;1,99;92,9;A pe;Astorga;17;12;29/08/2024;15/09/2024;2186;1,01;2206,98;Superior;7;sim;sim;sim;sim;Aventura
461;354. Larissa Moreira;Larissa;Moreira;larissa_moreira@outlook.com;Male;24;São Gonçalo;Piloto;guiado;1,67;69,6;A pe;Astorga;17;12;10/03/2021;27/03/2021;2470;1,09;2690,13;Standard;10;sim;sim;sim;sim;Auto-conhecimento
468;361. João Barros;João;Barros;barros.joão@outlook.com;Male;44;Fortaleza;Pesquisador;guiado;1,77;69,6;A pe;Astorga;17;12;03/02/2020;20/02/2020;2435;1,09;2660,65;Superior;1;sim;sim;sim;sim;Espiritual
474;367. Bruno Barros;Bruno;Barros;bruno_barros@hotmail.com;Female;64;Rio de Janeiro;Vendedor;autoguiado;1,93;88,8;A pe;Astorga;17;12;27/06/2024;14/07/2024;2467;1,23;3039,93;Standard;8;sim;sim;sim;sim;Auto-conhecimento
480;373. Camila Barros;Camila;Barros;barros.camila@yahoo.com;Male;60;São Paulo;Economista;guiado;1,70;75,8;A pe;Astorga;17;12;14/02/2018;03/03/2018;2299;0,99;2269,12;Standard;10;sim;sim;sim;sim;Cultural
487;380. Daniela Barros;Daniela;Barros;barros.daniela@gmail.com;Male;36;São Paulo;Astrônomo;autoguiado;1,76;69,8;A pe;Astorga;17;12;28/01/2024;14/02/2024;2487;1,20;2992,18;Standard;2;sim;sim;sim;sim;Auto-conhecimento
495;388. Daniel Tavares;Daniel;Tavares;tavares.daniel@hotmail.com;Male;58;Natal;Atendente;grupo;1,82;77,0;A pe;Astorga;17;12;28/03/2020;14/04/2020;1957;1,01;1980,22;Standard;7;sim;sim;sim;sim;Auto-conhecimento
507;400. Daniela Tavares;Daniela;Tavares;danielatavares79@hotmail.com;Female;48;Goiânia;Vendedor;guiado;1,87;79,5;A pe;Astorga;17;12;11/05/2023;28/05/2023;2447;1,18;2879,78;Superior;6;sim;sim;sim;sim;Espiritual
509;402. Pedro Cardoso;Pedro;Cardoso;cardoso.pedro@outlook.com;Female;28;Rio de Janeiro;Contador;autoguiado;2,09;120,0;A pe;Astorga;17;12;22/02/2017;11/03/2017;2320;1,03;2399,97;Superior;7;sim;sim;sim;sim;Auto-conhecimento
511;404. Rafael Cardoso;Rafael;Cardoso;cardoso.rafael@yahoo.com;Polygender;48;São Paulo;Técnico de informática;guiado;1,99;101,2;A pe;Astorga;17;12;09/11/2024;26/11/2024;2011;1,06;2139,05;Superior;2;sim;sim;sim;sim;Aventura
519;412. Juliana Cardoso;Juliana;Cardoso;juliana.cardoso@yahoo.com;Male;63;São Bernardo;Auxiliar administrativo;guiado;1,68;66,3;A pe;Astorga;17;12;12/02/2024;29/02/2024;2493;1,12;2783,98;Standard;1;sim;sim;sim;sim;Cultural
522;415. Amanda Cardoso;Amanda;Cardoso;amanda.cardoso@outlook.com;Female;30;São Paulo;Psicólogo;guiado;1,80;76,4;A pe;Astorga;17;12;30/10/2025;16/11/2025;2123;1,15;2438,78;Superior;8;sim;sim;sim;sim;Aventura
524;417. Fernanda Cardoso;Fernanda;Cardoso;fernandacardoso77@yahoo.com;Male;29;Curitiba;Engenheiro;grupo;1,62;62,8;A pe;Astorga;17;12;26/12/2020;12/01/2021;2240;1,11;2490,77;Superior;5;sim;sim;sim;sim;Auto-conhecimento
536;429. Gustavo Batista;Gustavo;Batista;gustavo.batista@yahoo.com;Female;36;Brasília;Professor;guiado;1,97;107,6;A pe;Astorga;17;12;22/06/2018;09/07/2018;2239;1,00;2231,53;Standard;9;sim;sim;sim;sim;Aventura
545;438. Renata Batista;Renata;Batista;renata.batista@hotmail.com;Female;70;Goiânia;Enfermeiro;autoguiado;1,80;83,6;A pe;Astorga;17;12;08/09/2018;25/09/2018;2032;1,09;2222,73;Superior;9;sim;sim;sim;sim;Aventura
559;452. Juliana Nogueira;Juliana;Nogueira;juliananogueira23@outlook.com;Male;60;São Paulo;Nutricionista;guiado;2,09;96,2;A pe;Astorga;17;12;12/03/2023;29/03/2023;2483;1,03;2566,45;Superior;6;sim;sim;sim;não;Aventura
566;459. Patricia Nogueira;Patricia;Nogueira;patricianogueira34@hotmail.com;Male;45;São Paulo;Auxiliar administrativo;grupo;1,73;67,3;A pe;Astorga;17;12;25/02/2021;14/03/2021;2034;1,10;2232,93;Standard;1;não;sim;sim;sim;Auto-conhecimento
567;460. Daniela Nogueira;Daniela;Nogueira;daniela_nogueira@hotmail.com;Male;44;São Paulo;Pesquisador;guiado;1,91;96,7;A pe;Astorga;17;12;30/07/2023;16/08/2023;2199;1,26;2769,06;Standard;6;sim;sim;sim;sim;Aventura
569;462. Pedro Figueiredo;Pedro;Figueiredo;pedro.figueiredo@yahoo.com;Female;26;Porto Alegre;Programador;guiado;2,08;115,9;A pe;Astorga;17;12;14/04/2017;01/05/2017;2376;1,21;2864,81;Standard;3;sim;sim;sim;sim;Espiritual
586;479. Patricia Figueiredo;Patricia;Figueiredo;patriciafigueiredo44@outlook.com;Female;45;Salvador;Dentista;grupo;1,84;76,2;A pe;Astorga;17;12;23/09/2017;10/10/2017;1861;1,17;2173,78;Superior;9;sim;sim;sim;sim;Cultural
588;481. João Cavalheiro;João;Cavalheiro;joãocavalheiro14@yahoo.com;Male;48;São Paulo;Arquiteto;guiado;1,84;78,2;A pe;Astorga;17;12;02/06/2019;19/06/2019;1980;1,34;2655,80;Standard;8;sim;sim;sim;não;Espiritual
590;483. Lucas Cavalheiro;Lucas;Cavalheiro;lucas_cavalheiro@yahoo.com;Female;51;Salvador;Técnico de informática;grupo;2,06;113,9;A pe;Astorga;17;12;09/10/2022;26/10/2022;2222;1,00;2231,20;Standard;8;sim;sim;sim;sim;Espiritual
596;489. Gustavo Cavalheiro;Gustavo;Cavalheiro;cavalheiro.gustavo@yahoo.com;Male;54;Nova Iguaçu;Designer;autoguiado;1,73;79,7;A pe;Astorga;17;12;25/07/2018;11/08/2018;2069;1,00;2065,97;Standard;2;sim;não;sim;sim;Cultural
620;Felipe Carvalho;Felipe;Carvalho;felipe_carvalho@yahoo.com;Male;30;Guarulhos;Analista de dados;guiado;1,96;107,3;A pe;Astorga;17;12;10/09/2021;27/09/2021;2416;1,15;2785,92;Standard;9;sim;não;sim;sim;Espiritual
622;Eduardo Dias;Eduardo;Dias;eduardo_dias@outlook.com;Female;24;São Luís;Pesquisador;autoguiado;1,79;73,5;A pe;Astorga;17;12;29/11/2020;16/12/2020;2295;0,98;2254,18;Superior;4;sim;sim;sim;sim;Espiritual
638;Vinicius Machado;Vinicius;Machado;machado.vinicius@hotmail.com;Male;35;Teresina;Arquiteto;grupo;1,92;95,1;A pe;Astorga;17;12;18/02/2017;07/03/2017;2392;1,30;3117,77;Superior;4;sim;sim;sim;sim;Cultural
641;Tatiane Neves;Tatiane;Neves;tatiane_neves@yahoo.com;Female;30;São Paulo;Vendedor;guiado;1,99;96,4;A pe;Astorga;17;12;29/04/2024;16/05/2024;1863;0,99;1842,95;Standard;3;sim;sim;sim;sim;Cultural
644;Daniel Pires;Daniel;Pires;daniel_pires@gmail.com;Female;49;Curitiba;Vendedor;guiado;1,61;71,9;A pe;Astorga;17;12;19/02/2025;08/03/2025;1984;1,35;2670,78;Superior;6;sim;não;sim;sim;Aventura
648;Carlos Peixoto;Carlos;Peixoto;carlospeixoto39@gmail.com;Female;49;Maceió;Analista de dados;guiado;1,69;77,0;A pe;Astorga;17;12;26/08/2017;12/09/2017;2268;1,02;2324,38;Standard;10;sim;sim;sim;sim;Espiritual
653;Gabriela Figueiredo;Gabriela;Figueiredo;gabrielafigueiredo52@outlook.com;Male;23;Maceió;Piloto;autoguiado;2,07;95,7;A pe;Astorga;17;12;29/09/2020;16/10/2020;2094;1,11;2317,62;Superior;9;sim;não;sim;sim;Espiritual
665;Kátia Siqueira;Kátia;Siqueira;kátia.siqueira@outlook.com;Female;53;Fortaleza;Motorista;autoguiado;1,70;66,6;A pe;Astorga;17;12;30/12/2022;16/01/2023;2313;1,08;2499,55;Standard;5;sim;sim;não;sim;Aventura
667;Flavia Nogueira;Flavia;Nogueira;flavia.nogueira@yahoo.com;Female;31;Salvador;Cientista de dados;guiado;1,97;94,9;A pe;Astorga;17;12;02/03/2018;19/03/2018;2392;1,19;2843,12;Standard;4;sim;sim;sim;sim;Espiritual
668;Fabio Pacheco;Fabio;Pacheco;fabiopacheco20@gmail.com;Female;67;São Gonçalo;Farmacêutico;autoguiado;1,78;84,1;A pe;Astorga;17;12;30/04/2022;17/05/2022;1901;1,03;1958,99;Standard;7;sim;sim;sim;sim;Espiritual
691;Roberto Pimentel;Roberto;Pimentel;roberto_pimentel@hotmail.com;Female;57;Rio de Janeiro;Cientista de dados;autoguiado;1,90;99,4;A pe;Astorga;17;12;19/10/2025;05/11/2025;2444;0,99;2422,18;Standard;8;sim;sim;sim;sim;Espiritual
